herv	HR	p_value
transa6a1df3401dcd96e	0.7223319140247594	0.15338477000017048
transa6a2cc3b34907706	0.893392923692639	0.4356542613666203
transa6ee6b2e20444e8f	1.1375333706188164	0.34090009305402896
transa7c4ed25623a2f16	0.8800570153256589	0.13979102008042676
transa84337fa2c964050	0.8378381063909379	0.11798278116525408
transa88d0f27c3605542	1.1095751281441684	0.5214410433747934
transa8e482c15ccb4a66	0.9774178127250334	0.864922843657135
transa904972c8916b953	1.2804611311255554	0.5583736994252171
transa9423facb60a8065	0.7685428256605048	0.22440194433008923
transaa41954da57fc01f	0.9176317178554143	0.4148459426601883
transaae9f42928eac22e	0.5252262484614082	0.006759325138121346
transac0fb25873bacd1e	0.9328759092053961	0.47662711737126534
transac17ed62b6490777	0.5813452013762787	0.301885198279547
transac8b72e801b46314	0.9031134263630926	0.2199293705730053
transad0dc988af574679	0.6540367265254265	0.010554378731421147
transae6b59b521939dae	0.7510235106936407	0.015780117272324246
transae7c8f0f3d7608ea	0.6679266021644463	0.03199234466506972
transae9caac928415bab	0.8986452028704625	0.5606511109071599
transaeb935a305576ea5	0.7894927638849261	0.40960952680346935
transaec6be7e493d0dc5	0.7851864213083258	0.035551114969254456
transaf47c0d51f6dd36b	0.922001789564552	0.3577408041953119
transaf4d2a3bebd578c1	0.6032122351606353	0.11458882990527203
transaf5f9dc417f30406	1.0010296367955684	0.9941030385414431
transafa7f13f0e4db012	0.7322798358703997	0.16673951486259375
transafb87525242b4c38	0.8580568259525998	0.34413252988723925
transb19ecce8c1fedcc0	0.7509166407440537	0.03751827812205818
transb28e258b2fbb6419	0.760189121143029	0.10818675855918101
transb30375f5a5fde1e3	0.5829449156316463	0.0032001009504799964
transb37c1efde841a91c	0.014782344750459909	0.5192841231925251
transb50474f3d6c4f4d4	1.2297103416158262	0.43895496880132995
transb55680bfb77695ed	0.803419899794857	0.48967013217210087
transb5ce92a5623f513f	1.1906934267597091	0.8193541977491362
transb5da952c160be968	1.2457628310556927	0.5798523164099902
transb6c418694b2f50e8	0.8495743219729124	0.24416702387737615
transb7c00df27d102d04	0.9519730499172845	0.6536753690303967
transb892c133dcfecb86	1.0347507790387096	0.8590551394063513
transb89c2c5a90b057a2	0.9660153115471377	0.9005479013808116
transb8ada5dd1661a241	0.7264539036653969	0.30101226708482864
transb8e3a85ae1ee1d72	1.1187383518355543	0.626747500935203
transb9622c28dfe97e19	0.8132113616199054	0.48206120027591026
